Pavarde        Vardas         vidurkis            mediana             
Vardas3539     Pavarde3539    7.9                 7.8                 
Vardas5094     Pavarde5094    7.9                 7.4                 
Vardas5629     Pavarde5629    7.9                 7.8                 
Vardas3558     Pavarde3558    7.9                 7.8                 
Vardas2782     Pavarde2782    7.9                 8.6                 
Vardas894      Pavarde894     7.9                 7.8                 
Vardas2519     Pavarde2519    7.9                 7.8                 
Vardas1130     Pavarde1130    7.9                 7.8                 
Vardas1573     Pavarde1573    7.9                 8.2                 
Vardas4465     Pavarde4465    7.9                 7.8                 
Vardas8832     Pavarde8832    7.8                 8                   
Vardas441      Pavarde441     7.8                 7.6                 
Vardas9169     Pavarde9169    7.8                 7.2                 
Vardas3308     Pavarde3308    7.8                 7.2                 
Vardas8813     Pavarde8813    7.8                 8                   
Vardas311      Pavarde311     7.8                 8.4                 
Vardas2412     Pavarde2412    7.8                 7.6                 
Vardas9144     Pavarde9144    7.8                 7.6                 
Vardas9464     Pavarde9464    7.8                 7.6                 
Vardas2421     Pavarde2421    7.8                 7.2                 
Vardas2958     Pavarde2958    7.8                 8.8                 
Vardas8785     Pavarde8785    7.8                 7.6                 
Vardas747      Pavarde747     7.8                 8                   
Vardas9461     Pavarde9461    7.8                 7.6                 
Vardas5725     Pavarde5725    7.8                 8                   
Vardas7879     Pavarde7879    7.8                 8                   
Vardas6576     Pavarde6576    7.8                 7.6                 
Vardas7984     Pavarde7984    7.8                 8                   
Vardas7206     Pavarde7206    7.8                 8                   
Vardas3659     Pavarde3659    7.8                 7.6                 
Vardas4118     Pavarde4118    7.8                 8                   
Vardas878      Pavarde878     7.8                 8                   
Vardas9716     Pavarde9716    7.8                 8                   
Vardas3789     Pavarde3789    7.8                 7.6                 
Vardas884      Pavarde884     7.8                 7.6                 
Vardas891      Pavarde891     7.8                 6.8                 
Vardas4581     Pavarde4581    7.8                 7.6                 
Vardas7769     Pavarde7769    7.8                 8                   
Vardas6744     Pavarde6744    7.8                 8                   
Vardas3125     Pavarde3125    7.8                 7.6                 
Vardas6278     Pavarde6278    7.8                 7.6                 
Vardas2882     Pavarde2882    7.8                 7.2                 
Vardas6387     Pavarde6387    7.8                 7.2                 
Vardas1614     Pavarde1614    7.8                 8.4                 
Vardas2296     Pavarde2296    7.8                 8                   
Vardas5485     Pavarde5485    7.8                 8                   
Vardas8142     Pavarde8142    7.8                 8                   
Vardas4419     Pavarde4419    7.8                 8.4                 
Vardas2684     Pavarde2684    7.8                 7.2                 
Vardas1442     Pavarde1442    7.8                 7.6                 
Vardas6835     Pavarde6835    7.8                 8                   
Vardas6327     Pavarde6327    7.8                 7.2                 
Vardas1892     Pavarde1892    7.8                 7.6                 
Vardas1459     Pavarde1459    7.8                 6.8                 
Vardas3430     Pavarde3430    7.8                 8.4                 
Vardas5445     Pavarde5445    7.8                 8                   
Vardas22       Pavarde22      7.8                 7.6                 
Vardas4928     Pavarde4928    7.8                 8                   
Vardas60       Pavarde60      7.8                 8                   
Vardas1974     Pavarde1974    7.8                 7.6                 
Vardas4814     Pavarde4814    7.8                 8                   
Vardas2031     Pavarde2031    7.8                 8                   
Vardas4767     Pavarde4767    7.8                 7.6                 
Vardas2060     Pavarde2060    7.8                 7.6                 
Vardas5186     Pavarde5186    7.8                 7.6                 
Vardas7227     Pavarde7227    7.8                 6.8                 
Vardas5193     Pavarde5193    7.8                 7.6                 
Vardas222      Pavarde222     7.8                 7.6                 
Vardas6965     Pavarde6965    7.8                 8                   
Vardas1811     Pavarde1811    7.8                 8                   
Vardas4519     Pavarde4519    7.8                 8.4                 
Vardas6156     Pavarde6156    7.8                 8                   
Vardas2142     Pavarde2142    7.8                 8.6                 
Vardas707      Pavarde707     7.8                 7.8                 
Vardas7925     Pavarde7925    7.8                 7.8                 
Vardas3975     Pavarde3975    7.8                 8.2                 
Vardas3976     Pavarde3976    7.8                 7.8                 
Vardas6611     Pavarde6611    7.8                 8.2                 
Vardas1615     Pavarde1615    7.8                 7.4                 
Vardas6557     Pavarde6557    7.8                 8.2                 
Vardas3650     Pavarde3650    7.8                 7.4                 
Vardas3272     Pavarde3272    7.8                 7.8                 
Vardas7573     Pavarde7573    7.8                 7.8                 
Vardas4723     Pavarde4723    7.8                 7.8                 
Vardas2069     Pavarde2069    7.8                 8.2                 
Vardas1945     Pavarde1945    7.8                 7.8                 
Vardas2632     Pavarde2632    7.8                 7.8                 
Vardas8473     Pavarde8473    7.8                 8.2                 
Vardas7219     Pavarde7219    7.8                 7.8                 
Vardas4045     Pavarde4045    7.8                 7.8                 
Vardas14       Pavarde14      7.8                 7.8                 
Vardas9387     Pavarde9387    7.8                 7.8                 
Vardas6575     Pavarde6575    7.8                 8.2                 
Vardas2662     Pavarde2662    7.8                 7.8                 
Vardas3762     Pavarde3762    7.8                 7.4                 
Vardas5550     Pavarde5550    7.8                 8.2                 
Vardas2034     Pavarde2034    7.8                 7.8                 
Vardas2211     Pavarde2211    7.8                 8.2                 
Vardas8274     Pavarde8274    7.8                 7.4                 
Vardas2973     Pavarde2973    7.8                 7.8                 
Vardas7834     Pavarde7834    7.8                 7.8                 
Vardas9118     Pavarde9118    7.8                 8.2                 
Vardas8055     Pavarde8055    7.8                 7.8                 
Vardas3361     Pavarde3361    7.8                 7.8                 
Vardas5758     Pavarde5758    7.8                 7.8                 
Vardas623      Pavarde623     7.8                 8.2                 
Vardas3138     Pavarde3138    7.8                 8.6                 
Vardas8321     Pavarde8321    7.8                 8.2                 
Vardas5981     Pavarde5981    7.8                 7.8                 
Vardas3884     Pavarde3884    7.8                 7.8                 
Vardas4467     Pavarde4467    7.8                 7.8                 
Vardas2224     Pavarde2224    7.8                 7.4                 
Vardas5103     Pavarde5103    7.8                 7.8                 
Vardas8774     Pavarde8774    7.8                 7.8                 
Vardas6624     Pavarde6624    7.8                 7.8                 
Vardas1857     Pavarde1857    7.8                 7.4                 
Vardas2201     Pavarde2201    7.8                 8.2                 
Vardas7398     Pavarde7398    7.8                 8.2                 
Vardas7109     Pavarde7109    7.8                 7.8                 
Vardas7052     Pavarde7052    7.8                 7.8                 
Vardas8636     Pavarde8636    7.8                 7.8                 
Vardas2627     Pavarde2627    7.8                 8.2                 
Vardas5551     Pavarde5551    7.8                 7.8                 
Vardas1311     Pavarde1311    7.8                 7.6                 
Vardas4354     Pavarde4354    7.8                 7.6                 
Vardas1633     Pavarde1633    7.8                 8                   
Vardas4476     Pavarde4476    7.8                 7.6                 
Vardas5413     Pavarde5413    7.8                 8                   
Vardas7625     Pavarde7625    7.8                 8.4                 
Vardas6471     Pavarde6471    7.8                 7.6                 
Vardas8837     Pavarde8837    7.8                 8.8                 
Vardas349      Pavarde349     7.8                 7.2                 
Vardas1606     Pavarde1606    7.8                 6.8                 
Vardas6913     Pavarde6913    7.8                 7.2                 
Vardas7420     Pavarde7420    7.8                 8                   
Vardas7266     Pavarde7266    7.8                 7.6                 
Vardas2566     Pavarde2566    7.8                 6.8                 
Vardas6980     Pavarde6980    7.8                 8                   
Vardas7895     Pavarde7895    7.8                 8                   
Vardas6708     Pavarde6708    7.8                 7.2                 
Vardas2849     Pavarde2849    7.8                 8                   
Vardas5939     Pavarde5939    7.8                 7.6                 
Vardas6270     Pavarde6270    7.8                 7.6                 
Vardas5628     Pavarde5628    7.8                 7.6                 
Vardas8882     Pavarde8882    7.8                 7.2                 
Vardas304      Pavarde304     7.8                 8.4                 
Vardas3123     Pavarde3123    7.8                 8                   
Vardas9327     Pavarde9327    7.8                 8                   
Vardas7539     Pavarde7539    7.8                 7.2                 
Vardas9611     Pavarde9611    7.8                 7.2                 
Vardas7527     Pavarde7527    7.8                 8                   
Vardas3788     Pavarde3788    7.8                 7.2                 
Vardas3944     Pavarde3944    7.8                 7.2                 
Vardas7300     Pavarde7300    7.8                 7.2                 
Vardas4769     Pavarde4769    7.8                 6.8                 
Vardas5252     Pavarde5252    7.8                 8                   
Vardas2221     Pavarde2221    7.8                 7.2                 
Vardas6328     Pavarde6328    7.8                 8                   
Vardas138      Pavarde138     7.8                 7.2                 
Vardas871      Pavarde871     7.8                 7.2                 
Vardas3221     Pavarde3221    7.8                 7.6                 
Vardas4094     Pavarde4094    7.8                 7.2                 
Vardas5446     Pavarde5446    7.8                 7.6                 
Vardas3224     Pavarde3224    7.8                 7.6                 
Vardas7600     Pavarde7600    7.8                 8                   
Vardas2447     Pavarde2447    7.8                 8.4                 
Vardas1393     Pavarde1393    7.8                 7.6                 
Vardas3109     Pavarde3109    7.8                 8                   
Vardas1910     Pavarde1910    7.8                 7.2                 
Vardas2918     Pavarde2918    7.7                 7.8                 
Vardas4701     Pavarde4701    7.7                 7.8                 
Vardas7624     Pavarde7624    7.7                 7.8                 
Vardas3856     Pavarde3856    7.7                 7.8                 
Vardas4589     Pavarde4589    7.7                 8.2                 
Vardas9391     Pavarde9391    7.7                 8.2                 
Vardas2743     Pavarde2743    7.7                 8.2                 
Vardas316      Pavarde316     7.7                 7.4                 
Vardas9352     Pavarde9352    7.7                 7.4                 
Vardas6298     Pavarde6298    7.7                 7.4                 
Vardas9314     Pavarde9314    7.7                 7.4                 
Vardas2133     Pavarde2133    7.7                 7                   
Vardas2123     Pavarde2123    7.7                 7.8                 
Vardas4638     Pavarde4638    7.7                 7.4                 
Vardas8235     Pavarde8235    7.7                 7.4                 
Vardas260      Pavarde260     7.7                 7.8                 
Vardas6420     Pavarde6420    7.7                 7                   
Vardas6674     Pavarde6674    7.7                 7.4                 
Vardas5944     Pavarde5944    7.7                 8.2                 
Vardas9218     Pavarde9218    7.7                 7.8                 
Vardas4712     Pavarde4712    7.7                 7.8                 
Vardas9999     Pavarde9999    7.7                 7.8                 
Vardas7524     Pavarde7524    7.7                 7.8                 
Vardas9125     Pavarde9125    7.7                 7                   
Vardas2012     Pavarde2012    7.7                 7.8                 
Vardas1746     Pavarde1746    7.7                 7                   
Vardas9086     Pavarde9086    7.7                 7.4                 
Vardas9073     Pavarde9073    7.7                 7.4                 
Vardas5096     Pavarde5096    7.7                 7                   
Vardas7509     Pavarde7509    7.7                 8.2                 
Vardas8350     Pavarde8350    7.7                 7.8                 
Vardas67       Pavarde67      7.7                 7.8                 
Vardas4445     Pavarde4445    7.7                 7.4                 
Vardas3637     Pavarde3637    7.7                 7.4                 
Vardas2691     Pavarde2691    7.7                 7.8                 
Vardas455      Pavarde455     7.7                 8.2                 
Vardas7061     Pavarde7061    7.7                 7.8                 
Vardas9940     Pavarde9940    7.7                 8.2                 
Vardas5432     Pavarde5432    7.7                 7.4                 
Vardas8379     Pavarde8379    7.7                 7.8                 
Vardas3480     Pavarde3480    7.7                 7.4                 
Vardas3897     Pavarde3897    7.7                 8.6                 
Vardas8740     Pavarde8740    7.7                 7.8                 
Vardas7465     Pavarde7465    7.7                 7.8                 
Vardas1851     Pavarde1851    7.7                 7.8                 
Vardas1583     Pavarde1583    7.7                 8.2                 
Vardas4372     Pavarde4372    7.7                 7.4                 
Vardas6680     Pavarde6680    7.7                 7.4                 
Vardas2697     Pavarde2697    7.7                 7.8                 
Vardas8640     Pavarde8640    7.7                 7.8                 
Vardas7678     Pavarde7678    7.7                 7.8                 
Vardas7696     Pavarde7696    7.7                 8.2                 
Vardas6914     Pavarde6914    7.7                 7.8                 
Vardas8828     Pavarde8828    7.7                 7.4                 
Vardas621      Pavarde621     7.7                 7.4                 
Vardas3354     Pavarde3354    7.7                 7.8                 
Vardas8552     Pavarde8552    7.7                 7.8                 
Vardas667      Pavarde667     7.7                 8.6                 
Vardas368      Pavarde368     7.7                 7.8                 
Vardas9495     Pavarde9495    7.7                 7.8                 
Vardas1004     Pavarde1004    7.7                 7.4                 
Vardas8035     Pavarde8035    7.7                 7                   
Vardas8479     Pavarde8479    7.7                 7                   
Vardas8495     Pavarde8495    7.7                 7.8                 
Vardas2445     Pavarde2445    7.7                 7.2                 
Vardas4677     Pavarde4677    7.7                 8                   
Vardas577      Pavarde577     7.7                 8                   
Vardas4096     Pavarde4096    7.7                 7.2                 
Vardas5754     Pavarde5754    7.7                 6.8                 
Vardas8693     Pavarde8693    7.7                 8                   
Vardas4122     Pavarde4122    7.7                 7.2                 
Vardas2362     Pavarde2362    7.7                 7.2                 
Vardas8240     Pavarde8240    7.7                 8                   
Vardas7977     Pavarde7977    7.7                 8                   
Vardas7558     Pavarde7558    7.7                 8                   
Vardas9469     Pavarde9469    7.7                 8                   
Vardas1702     Pavarde1702    7.7                 7.2                 
Vardas2136     Pavarde2136    7.7                 7.6                 
Vardas301      Pavarde301     7.7                 8                   
Vardas5347     Pavarde5347    7.7                 8                   
Vardas7333     Pavarde7333    7.7                 7.6                 
Vardas2682     Pavarde2682    7.7                 6.8                 
Vardas1138     Pavarde1138    7.7                 7.6                 
Vardas1946     Pavarde1946    7.7                 8.4                 
Vardas5396     Pavarde5396    7.7                 6.8                 
Vardas6275     Pavarde6275    7.7                 8                   
Vardas1837     Pavarde1837    7.7                 8                   
Vardas3403     Pavarde3403    7.7                 6.8                 
Vardas6746     Pavarde6746    7.7                 6.8                 
Vardas5410     Pavarde5410    7.7                 7.2                 
Vardas4577     Pavarde4577    7.7                 7.2                 
Vardas1073     Pavarde1073    7.7                 7.2                 
Vardas9535     Pavarde9535    7.7                 7.6                 
Vardas5841     Pavarde5841    7.7                 7.2                 
Vardas862      Pavarde862     7.7                 7.6                 
Vardas1189     Pavarde1189    7.7                 7.2                 
Vardas7484     Pavarde7484    7.7                 7.6                 
Vardas5926     Pavarde5926    7.7                 7.2                 
Vardas7889     Pavarde7889    7.7                 7.6                 
Vardas924      Pavarde924     7.7                 6.8                 
Vardas5318     Pavarde5318    7.7                 7.2                 
Vardas7718     Pavarde7718    7.7                 7.6                 
Vardas4951     Pavarde4951    7.7                 7.2                 
Vardas999      Pavarde999     7.7                 7.2                 
Vardas8073     Pavarde8073    7.7                 7.6                 
Vardas9492     Pavarde9492    7.7                 7.6                 
Vardas6283     Pavarde6283    7.7                 7.6                 
Vardas3935     Pavarde3935    7.7                 8                   
Vardas712      Pavarde712     7.7                 7.6                 
Vardas6974     Pavarde6974    7.7                 8                   
Vardas1137     Pavarde1137    7.7                 7.2                 
Vardas8512     Pavarde8512    7.7                 6.8                 
Vardas3795     Pavarde3795    7.6                 7.8                 
Vardas72       Pavarde72      7.6                 8.2                 
Vardas3871     Pavarde3871    7.6                 7.8                 
Vardas2358     Pavarde2358    7.6                 7.8                 
Vardas7952     Pavarde7952    7.6                 7.4                 
Vardas1362     Pavarde1362    7.6                 8.2                 
Vardas693      Pavarde693     7.6                 7.8                 
Vardas4015     Pavarde4015    7.6                 7.8                 
Vardas6725     Pavarde6725    7.6                 7.4                 
Vardas5716     Pavarde5716    7.6                 7.8                 
Vardas2449     Pavarde2449    7.6                 8.2                 
Vardas1700     Pavarde1700    7.6                 7.4                 
Vardas861      Pavarde861     7.6                 7.4                 
Vardas3698     Pavarde3698    7.6                 7.8                 
Vardas1484     Pavarde1484    7.6                 8.2                 
Vardas1485     Pavarde1485    7.6                 7.4                 
Vardas5916     Pavarde5916    7.6                 8.2                 
Vardas965      Pavarde965     7.6                 7.8                 
Vardas8690     Pavarde8690    7.6                 7                   
Vardas2603     Pavarde2603    7.6                 7.4                 
Vardas7687     Pavarde7687    7.6                 8.2                 
Vardas1434     Pavarde1434    7.6                 7.4                 
Vardas6114     Pavarde6114    7.6                 7.8                 
Vardas1381     Pavarde1381    7.6                 7.4                 
Vardas2739     Pavarde2739    7.6                 8.2                 
Vardas7534     Pavarde7534    7.6                 6.6                 
Vardas4675     Pavarde4675    7.6                 7.4                 
Vardas1725     Pavarde1725    7.6                 7.8                 
Vardas9405     Pavarde9405    7.6                 7                   
Vardas1933     Pavarde1933    7.6                 7.4                 
Vardas8484     Pavarde8484    7.6                 7.4                 
Vardas9145     Pavarde9145    7.6                 8.2                 
Vardas7151     Pavarde7151    7.6                 7                   
Vardas2833     Pavarde2833    7.6                 7.8                 
Vardas8394     Pavarde8394    7.6                 8.2                 
Vardas45       Pavarde45      7.6                 8.2                 
Vardas1652     Pavarde1652    7.6                 7.4                 
Vardas4880     Pavarde4880    7.6                 7.4                 
Vardas5139     Pavarde5139    7.6                 7.4                 
Vardas9371     Pavarde9371    7.6                 7.4                 
Vardas179      Pavarde179     7.6                 8.2                 
Vardas4717     Pavarde4717    7.6                 7.8                 
Vardas8269     Pavarde8269    7.6                 7.8                 
Vardas1454     Pavarde1454    7.6                 7.4                 
Vardas483      Pavarde483     7.6                 7.4                 
Vardas327      Pavarde327     7.6                 7.4                 
Vardas7340     Pavarde7340    7.6                 7.4                 
Vardas2988     Pavarde2988    7.6                 7.4                 
Vardas4536     Pavarde4536    7.6                 7.8                 
Vardas367      Pavarde367     7.6                 7.4                 
Vardas9079     Pavarde9079    7.6                 7.8                 
Vardas2217     Pavarde2217    7.6                 7.8                 
Vardas9851     Pavarde9851    7.6                 7.8                 
Vardas5407     Pavarde5407    7.6                 7.8                 
Vardas9057     Pavarde9057    7.6                 7.8                 
Vardas4382     Pavarde4382    7.6                 8.2                 
Vardas8052     Pavarde8052    7.6                 7.8                 
Vardas8778     Pavarde8778    7.6                 8.2                 
Vardas8045     Pavarde8045    7.6                 7.8                 
Vardas5536     Pavarde5536    7.6                 8.2                 
Vardas5586     Pavarde5586    7.6                 7.4                 
Vardas5605     Pavarde5605    7.6                 7.4                 
Vardas1468     Pavarde1468    7.6                 7.4                 
Vardas5627     Pavarde5627    7.6                 7                   
Vardas650      Pavarde650     7.6                 7                   
Vardas1036     Pavarde1036    7.6                 7.6                 
Vardas7324     Pavarde7324    7.6                 8                   
Vardas400      Pavarde400     7.6                 7.6                 
Vardas705      Pavarde705     7.6                 8.4                 
Vardas3255     Pavarde3255    7.6                 8                   
Vardas9843     Pavarde9843    7.6                 7.6                 
Vardas3829     Pavarde3829    7.6                 6.8                 
Vardas2399     Pavarde2399    7.6                 7.6                 
Vardas5808     Pavarde5808    7.6                 7.6                 
Vardas1554     Pavarde1554    7.6                 8                   
Vardas9377     Pavarde9377    7.6                 6.8                 
Vardas7919     Pavarde7919    7.6                 8                   
Vardas7239     Pavarde7239    7.6                 7.6                 
Vardas3074     Pavarde3074    7.6                 7.2                 
Vardas1911     Pavarde1911    7.6                 6.8                 
Vardas5092     Pavarde5092    7.6                 7.2                 
Vardas9292     Pavarde9292    7.6                 7.6                 
Vardas6532     Pavarde6532    7.6                 7.6                 
Vardas254      Pavarde254     7.6                 7.6                 
Vardas2846     Pavarde2846    7.6                 8.4                 
Vardas9730     Pavarde9730    7.6                 7.2                 
Vardas6468     Pavarde6468    7.6                 7.2                 
Vardas4708     Pavarde4708    7.6                 8.4                 
Vardas9919     Pavarde9919    7.6                 8                   
Vardas3145     Pavarde3145    7.6                 7.6                 
Vardas4829     Pavarde4829    7.6                 7.2                 
Vardas8823     Pavarde8823    7.6                 8.8                 
Vardas6475     Pavarde6475    7.6                 7.2                 
Vardas5373     Pavarde5373    7.6                 8.4                 
Vardas5129     Pavarde5129    7.6                 8                   
Vardas8847     Pavarde8847    7.6                 7.6                 
Vardas2024     Pavarde2024    7.6                 8.8                 
Vardas7622     Pavarde7622    7.6                 7.6                 
Vardas8215     Pavarde8215    7.6                 7.6                 
Vardas2779     Pavarde2779    7.6                 8                   
Vardas1716     Pavarde1716    7.6                 7.2                 
Vardas3449     Pavarde3449    7.6                 7.2                 
Vardas6124     Pavarde6124    7.6                 8                   
Vardas8476     Pavarde8476    7.6                 7.2                 
Vardas1896     Pavarde1896    7.6                 8                   
Vardas2348     Pavarde2348    7.6                 7.2                 
Vardas8465     Pavarde8465    7.6                 6.8                 
Vardas4788     Pavarde4788    7.6                 8                   
Vardas2716     Pavarde2716    7.6                 7.6                 
Vardas7185     Pavarde7185    7.6                 8                   
Vardas153      Pavarde153     7.6                 7.2                 
Vardas7757     Pavarde7757    7.6                 7.6                 
Vardas5506     Pavarde5506    7.6                 7.2                 
Vardas2984     Pavarde2984    7.6                 8.4                 
Vardas164      Pavarde164     7.6                 7.2                 
Vardas8289     Pavarde8289    7.6                 8                   
Vardas6330     Pavarde6330    7.6                 8.4                 
Vardas2062     Pavarde2062    7.6                 8.8                 
Vardas9403     Pavarde9403    7.6                 7.6                 
Vardas2148     Pavarde2148    7.6                 7.6                 
Vardas4681     Pavarde4681    7.6                 7.6                 
Vardas8627     Pavarde8627    7.6                 7.2                 
Vardas1527     Pavarde1527    7.6                 7.6                 
Vardas1867     Pavarde1867    7.6                 7.6                 
Vardas2857     Pavarde2857    7.6                 8                   
Vardas6548     Pavarde6548    7.6                 8                   
Vardas47       Pavarde47      7.6                 8.2                 
Vardas7173     Pavarde7173    7.6                 7.8                 
Vardas6632     Pavarde6632    7.6                 7.8                 
Vardas8620     Pavarde8620    7.6                 7.4                 
Vardas7699     Pavarde7699    7.6                 7.4                 
Vardas3776     Pavarde3776    7.6                 7.8                 
Vardas2071     Pavarde2071    7.6                 7.8                 
Vardas9004     Pavarde9004    7.6                 7.4                 
Vardas3990     Pavarde3990    7.6                 7.4                 
Vardas5534     Pavarde5534    7.6                 7.4                 
Vardas8588     Pavarde8588    7.6                 7.4                 
Vardas7873     Pavarde7873    7.6                 7.8                 
Vardas4630     Pavarde4630    7.6                 7.4                 
Vardas9577     Pavarde9577    7.6                 7.4                 
Vardas9042     Pavarde9042    7.6                 7                   
Vardas6367     Pavarde6367    7.6                 7.8                 
Vardas2964     Pavarde2964    7.6                 7                   
Vardas6551     Pavarde6551    7.6                 7.4                 
Vardas9908     Pavarde9908    7.6                 7.4                 
Vardas867      Pavarde867     7.6                 7                   
Vardas8039     Pavarde8039    7.6                 6.6                 
Vardas3875     Pavarde3875    7.6                 7.4                 
Vardas1356     Pavarde1356    7.6                 7.8                 
Vardas5904     Pavarde5904    7.6                 7.4                 
Vardas7027     Pavarde7027    7.6                 7.8                 
Vardas2538     Pavarde2538    7.6                 7.4                 
Vardas6013     Pavarde6013    7.6                 7                   
Vardas6085     Pavarde6085    7.6                 7.4                 
Vardas8173     Pavarde8173    7.6                 8.2                 
Vardas1526     Pavarde1526    7.6                 7.8                 
Vardas2300     Pavarde2300    7.6                 7.8                 
Vardas9240     Pavarde9240    7.6                 7.4                 
Vardas1453     Pavarde1453    7.6                 7                   
Vardas3551     Pavarde3551    7.6                 7.4                 
Vardas1071     Pavarde1071    7.6                 8.2                 
Vardas8787     Pavarde8787    7.6                 7.8                 
Vardas5151     Pavarde5151    7.6                 7.8                 
Vardas6647     Pavarde6647    7.6                 7                   
Vardas9914     Pavarde9914    7.6                 7                   
Vardas3740     Pavarde3740    7.6                 8.2                 
Vardas7015     Pavarde7015    7.6                 7.4                 
Vardas4774     Pavarde4774    7.6                 7                   
Vardas6456     Pavarde6456    7.6                 7.4                 
Vardas4859     Pavarde4859    7.6                 7.8                 
Vardas6175     Pavarde6175    7.6                 8.2                 
Vardas4686     Pavarde4686    7.6                 7.8                 
Vardas1855     Pavarde1855    7.6                 7.4                 
Vardas2889     Pavarde2889    7.6                 7.8                 
Vardas6240     Pavarde6240    7.6                 7.4                 
Vardas3362     Pavarde3362    7.6                 8.2                 
Vardas1546     Pavarde1546    7.6                 7.8                 
Vardas3532     Pavarde3532    7.6                 7.4                 
Vardas4591     Pavarde4591    7.6                 7.8                 
Vardas2578     Pavarde2578    7.6                 8.2                 
Vardas4598     Pavarde4598    7.6                 7.8                 
Vardas6384     Pavarde6384    7.6                 7.4                 
Vardas9340     Pavarde9340    7.6                 7.4                 
Vardas1026     Pavarde1026    7.6                 7.4                 
Vardas6360     Pavarde6360    7.5                 7.6                 
Vardas5351     Pavarde5351    7.5                 7.6                 
Vardas6751     Pavarde6751    7.5                 7.2                 
Vardas3356     Pavarde3356    7.5                 7.6                 
Vardas2639     Pavarde2639    7.5                 8.8                 
Vardas682      Pavarde682     7.5                 7.2                 
Vardas6762     Pavarde6762    7.5                 7.2                 
Vardas2385     Pavarde2385    7.5                 8                   
Vardas3496     Pavarde3496    7.5                 7.6                 
Vardas1992     Pavarde1992    7.5                 8                   
Vardas5331     Pavarde5331    7.5                 8                   
Vardas2811     Pavarde2811    7.5                 8                   
Vardas6556     Pavarde6556    7.5                 7.6                 
Vardas6123     Pavarde6123    7.5                 7.2                 
Vardas619      Pavarde619     7.5                 6.8                 
Vardas3048     Pavarde3048    7.5                 7.2                 
Vardas9582     Pavarde9582    7.5                 6.4                 
Vardas2161     Pavarde2161    7.5                 7.2                 
Vardas4131     Pavarde4131    7.5                 7.2                 
Vardas4884     Pavarde4884    7.5                 7.6                 
Vardas1079     Pavarde1079    7.5                 7.2                 
Vardas4725     Pavarde4725    7.5                 6.8                 
Vardas9324     Pavarde9324    7.5                 8                   
Vardas1038     Pavarde1038    7.5                 7.6                 
Vardas1415     Pavarde1415    7.5                 7.2                 
Vardas8529     Pavarde8529    7.5                 7.2                 
Vardas7077     Pavarde7077    7.5                 7.2                 
Vardas8548     Pavarde8548    7.5                 7.6                 
Vardas2545     Pavarde2545    7.5                 7.2                 
Vardas6284     Pavarde6284    7.5                 7.2                 
Vardas5253     Pavarde5253    7.5                 7.6                 
Vardas8375     Pavarde8375    7.5                 7.6                 
Vardas763      Pavarde763     7.5                 7.2                 
Vardas913      Pavarde913     7.5                 8.4                 
Vardas8660     Pavarde8660    7.5                 7.2                 
Vardas7778     Pavarde7778    7.5                 7.2                 
Vardas4291     Pavarde4291    7.5                 7.6                 
Vardas4612     Pavarde4612    7.5                 7.2                 
Vardas9410     Pavarde9410    7.5                 8                   
Vardas6899     Pavarde6899    7.5                 6.4                 
Vardas3916     Pavarde3916    7.5                 8                   
Vardas3714     Pavarde3714    7.5                 7.6                 
Vardas4328     Pavarde4328    7.5                 8.4                 
Vardas4703     Pavarde4703    7.5                 8                   
Vardas6065     Pavarde6065    7.5                 7.6                 
Vardas5492     Pavarde5492    7.5                 7.6                 
Vardas2473     Pavarde2473    7.5                 7.6                 
Vardas1018     Pavarde1018    7.5                 8.4                 
Vardas1492     Pavarde1492    7.5                 8.4                 
Vardas8783     Pavarde8783    7.5                 7.2                 
Vardas7676     Pavarde7676    7.5                 8                   
Vardas5037     Pavarde5037    7.5                 7.2                 
Vardas4669     Pavarde4669    7.5                 7.6                 
Vardas4938     Pavarde4938    7.5                 8.4                 
Vardas9844     Pavarde9844    7.5                 8                   
Vardas1844     Pavarde1844    7.5                 8                   
Vardas7047     Pavarde7047    7.5                 8                   
Vardas3454     Pavarde3454    7.5                 8                   
Vardas6212     Pavarde6212    7.5                 8                   
Vardas1618     Pavarde1618    7.5                 7.8                 
Vardas3996     Pavarde3996    7.5                 8.2                 
Vardas3105     Pavarde3105    7.5                 8.2                 
Vardas6682     Pavarde6682    7.5                 7.4                 
Vardas3830     Pavarde3830    7.5                 7.8                 
Vardas7321     Pavarde7321    7.5                 7.8                 
Vardas8209     Pavarde8209    7.5                 7.4                 
Vardas1656     Pavarde1656    7.5                 7.4                 
Vardas4647     Pavarde4647    7.5                 7.4                 
Vardas3316     Pavarde3316    7.5                 7                   
Vardas2109     Pavarde2109    7.5                 8.2                 
Vardas9320     Pavarde9320    7.5                 7                   
Vardas6000     Pavarde6000    7.5                 7.4                 
Vardas6968     Pavarde6968    7.5                 7.4                 
Vardas9160     Pavarde9160    7.5                 7.4                 
Vardas6763     Pavarde6763    7.5                 8.2                 
Vardas9149     Pavarde9149    7.5                 6.6                 
Vardas2645     Pavarde2645    7.5                 7                   
Vardas3507     Pavarde3507    7.5                 7                   
Vardas8294     Pavarde8294    7.5                 7                   
Vardas5152     Pavarde5152    7.5                 7.4                 
Vardas2907     Pavarde2907    7.5                 7.4                 
Vardas1985     Pavarde1985    7.5                 7.4                 
Vardas1773     Pavarde1773    7.5                 8.2                 
Vardas7056     Pavarde7056    7.5                 7.4                 
