Pavarde        Vardas         vidurkis            mediana             
Vardas7684     Pavarde7684    4.4                 3.8                 
Vardas9629     Pavarde9629    4.4                 4.6                 
Vardas1351     Pavarde1351    4.4                 4.6                 
Vardas8870     Pavarde8870    4.4                 4.6                 
Vardas3811     Pavarde3811    4.4                 4.2                 
Vardas9798     Pavarde9798    4.4                 4.2                 
Vardas9297     Pavarde9297    4.4                 4.6                 
Vardas1517     Pavarde1517    4.4                 4.6                 
Vardas2175     Pavarde2175    4.4                 4.6                 
Vardas7231     Pavarde7231    4.4                 4.6                 
Vardas8697     Pavarde8697    4.4                 4.2                 
Vardas632      Pavarde632     4.4                 3.4                 
Vardas5440     Pavarde5440    4.4                 4.2                 
Vardas2876     Pavarde2876    4.4                 5.4                 
Vardas5636     Pavarde5636    4.4                 4.6                 
Vardas8219     Pavarde8219    4.4                 4.2                 
Vardas5398     Pavarde5398    4.4                 4.2                 
Vardas4407     Pavarde4407    4.4                 4.6                 
Vardas5497     Pavarde5497    4.4                 5                   
Vardas3938     Pavarde3938    4.4                 3.8                 
Vardas916      Pavarde916     4.4                 3.4                 
Vardas5524     Pavarde5524    4.4                 5                   
Vardas910      Pavarde910     4.4                 5                   
Vardas6519     Pavarde6519    4.4                 5.4                 
Vardas1390     Pavarde1390    4.4                 4.2                 
Vardas2788     Pavarde2788    4.4                 4.2                 
Vardas5895     Pavarde5895    4.4                 4.6                 
Vardas3199     Pavarde3199    4.4                 4.6                 
Vardas8178     Pavarde8178    4.4                 4.6                 
Vardas8418     Pavarde8418    4.4                 4.2                 
Vardas384      Pavarde384     4.4                 4.6                 
Vardas8765     Pavarde8765    4.4                 4.2                 
Vardas5418     Pavarde5418    4.4                 4.6                 
Vardas7856     Pavarde7856    4.4                 3.8                 
Vardas8503     Pavarde8503    4.3                 4.4                 
Vardas8383     Pavarde8383    4.3                 4                   
Vardas5333     Pavarde5333    4.3                 4.8                 
Vardas685      Pavarde685     4.3                 4.4                 
Vardas7431     Pavarde7431    4.3                 4                   
Vardas8705     Pavarde8705    4.3                 4.8                 
Vardas293      Pavarde293     4.3                 4.8                 
Vardas495      Pavarde495     4.3                 4.8                 
Vardas8704     Pavarde8704    4.3                 4                   
Vardas3305     Pavarde3305    4.3                 3.6                 
Vardas2285     Pavarde2285    4.3                 4.8                 
Vardas1786     Pavarde1786    4.3                 4.4                 
Vardas2931     Pavarde2931    4.3                 4.8                 
Vardas9965     Pavarde9965    4.3                 4.8                 
Vardas8091     Pavarde8091    4.3                 4                   
Vardas8737     Pavarde8737    4.3                 3.2                 
Vardas8759     Pavarde8759    4.3                 4                   
Vardas2701     Pavarde2701    4.3                 4.4                 
Vardas5168     Pavarde5168    4.3                 3.6                 
Vardas80       Pavarde80      4.3                 4                   
Vardas9037     Pavarde9037    4.3                 4.4                 
Vardas2356     Pavarde2356    4.3                 4.4                 
Vardas3424     Pavarde3424    4.3                 4.8                 
Vardas2802     Pavarde2802    4.3                 4.4                 
Vardas6361     Pavarde6361    4.3                 4.4                 
Vardas1307     Pavarde1307    4.3                 5.2                 
Vardas51       Pavarde51      4.3                 3.6                 
Vardas9494     Pavarde9494    4.3                 3.6                 
Vardas9332     Pavarde9332    4.3                 4.4                 
Vardas4899     Pavarde4899    4.3                 4.8                 
Vardas1122     Pavarde1122    4.3                 4.4                 
Vardas9212     Pavarde9212    4.3                 4                   
Vardas5722     Pavarde5722    4.3                 4.4                 
Vardas2174     Pavarde2174    4.3                 4.4                 
Vardas6588     Pavarde6588    4.3                 4.4                 
Vardas2528     Pavarde2528    4.3                 4.4                 
Vardas4420     Pavarde4420    4.3                 4.8                 
Vardas6232     Pavarde6232    4.3                 4.4                 
Vardas6230     Pavarde6230    4.3                 4                   
Vardas2792     Pavarde2792    4.3                 5.2                 
Vardas4528     Pavarde4528    4.3                 4.4                 
Vardas3848     Pavarde3848    4.3                 4                   
Vardas376      Pavarde376     4.3                 5.2                 
Vardas9779     Pavarde9779    4.3                 4.8                 
Vardas5273     Pavarde5273    4.3                 4                   
Vardas6100     Pavarde6100    4.3                 4                   
Vardas3154     Pavarde3154    4.3                 4.8                 
Vardas6110     Pavarde6110    4.3                 4.8                 
Vardas4480     Pavarde4480    4.3                 4.4                 
Vardas2570     Pavarde2570    4.3                 4                   
Vardas5051     Pavarde5051    4.3                 4                   
Vardas319      Pavarde319     4.3                 4.8                 
Vardas5405     Pavarde5405    4.3                 4.4                 
Vardas926      Pavarde926     4.3                 4.4                 
Vardas2268     Pavarde2268    4.3                 4.4                 
Vardas6370     Pavarde6370    4.3                 4.4                 
Vardas6851     Pavarde6851    4.3                 4.4                 
Vardas8556     Pavarde8556    4.3                 4.4                 
Vardas8335     Pavarde8335    4.3                 4                   
Vardas9406     Pavarde9406    4.3                 4.4                 
Vardas6486     Pavarde6486    4.3                 3.6                 
Vardas7915     Pavarde7915    4.3                 3.6                 
Vardas5056     Pavarde5056    4.3                 4.4                 
Vardas4462     Pavarde4462    4.3                 4                   
Vardas1025     Pavarde1025    4.3                 4.4                 
Vardas4824     Pavarde4824    4.3                 3.8                 
Vardas560      Pavarde560     4.3                 3.8                 
Vardas3103     Pavarde3103    4.3                 4.2                 
Vardas4415     Pavarde4415    4.3                 4.2                 
Vardas4278     Pavarde4278    4.3                 4.2                 
Vardas9019     Pavarde9019    4.3                 4.6                 
Vardas9655     Pavarde9655    4.3                 4.6                 
Vardas6572     Pavarde6572    4.3                 4.6                 
Vardas1737     Pavarde1737    4.3                 4.6                 
Vardas4307     Pavarde4307    4.3                 4.6                 
Vardas1574     Pavarde1574    4.3                 4.2                 
Vardas6590     Pavarde6590    4.3                 4.6                 
Vardas8810     Pavarde8810    4.3                 5.4                 
Vardas5608     Pavarde5608    4.3                 4.2                 
Vardas9752     Pavarde9752    4.3                 4.2                 
Vardas7325     Pavarde7325    4.3                 4.2                 
Vardas2828     Pavarde2828    4.3                 4.6                 
Vardas3741     Pavarde3741    4.3                 4.2                 
Vardas5618     Pavarde5618    4.3                 3.8                 
Vardas1470     Pavarde1470    4.3                 4.2                 
Vardas9771     Pavarde9771    4.3                 4.2                 
Vardas5837     Pavarde5837    4.3                 4.2                 
Vardas4246     Pavarde4246    4.3                 4.6                 
Vardas8798     Pavarde8798    4.3                 5                   
Vardas2772     Pavarde2772    4.3                 4.2                 
Vardas3209     Pavarde3209    4.3                 5                   
Vardas588      Pavarde588     4.3                 4.2                 
Vardas9804     Pavarde9804    4.3                 4.6                 
Vardas4913     Pavarde4913    4.3                 4.2                 
Vardas8657     Pavarde8657    4.3                 3.8                 
Vardas3303     Pavarde3303    4.3                 4.6                 
Vardas8345     Pavarde8345    4.3                 4.2                 
Vardas5564     Pavarde5564    4.3                 5                   
Vardas8214     Pavarde8214    4.3                 4.6                 
Vardas5783     Pavarde5783    4.3                 4.2                 
Vardas4642     Pavarde4642    4.3                 4.2                 
Vardas7287     Pavarde7287    4.3                 4.2                 
Vardas6285     Pavarde6285    4.3                 3.8                 
Vardas4747     Pavarde4747    4.3                 4.2                 
Vardas2270     Pavarde2270    4.3                 3.8                 
Vardas7789     Pavarde7789    4.3                 3.8                 
Vardas7557     Pavarde7557    4.3                 4.6                 
Vardas8856     Pavarde8856    4.3                 4.6                 
Vardas8168     Pavarde8168    4.3                 4.2                 
Vardas6705     Pavarde6705    4.3                 4.6                 
Vardas7828     Pavarde7828    4.3                 4.2                 
Vardas393      Pavarde393     4.3                 4.2                 
Vardas3237     Pavarde3237    4.3                 4.2                 
Vardas403      Pavarde403     4.3                 3.8                 
Vardas8738     Pavarde8738    4.3                 4.2                 
Vardas5591     Pavarde5591    4.3                 5                   
Vardas848      Pavarde848     4.3                 4.2                 
Vardas2750     Pavarde2750    4.3                 5                   
Vardas8933     Pavarde8933    4.3                 5                   
Vardas6628     Pavarde6628    4.3                 4.2                 
Vardas7948     Pavarde7948    4.3                 5                   
Vardas5987     Pavarde5987    4.3                 5                   
Vardas7190     Pavarde7190    4.3                 4.2                 
Vardas1003     Pavarde1003    4.3                 4.2                 
Vardas3292     Pavarde3292    4.3                 4.6                 
Vardas551      Pavarde551     4.3                 4.2                 
Vardas3097     Pavarde3097    4.3                 3.8                 
Vardas6032     Pavarde6032    4.3                 3.8                 
Vardas4127     Pavarde4127    4.3                 4.2                 
Vardas8358     Pavarde8358    4.2                 4                   
Vardas6338     Pavarde6338    4.2                 4.8                 
Vardas4286     Pavarde4286    4.2                 4                   
Vardas9114     Pavarde9114    4.2                 3.6                 
Vardas5068     Pavarde5068    4.2                 4                   
Vardas6934     Pavarde6934    4.2                 4.4                 
Vardas4893     Pavarde4893    4.2                 4.4                 
Vardas8824     Pavarde8824    4.2                 4                   
Vardas1807     Pavarde1807    4.2                 4.4                 
Vardas1881     Pavarde1881    4.2                 4                   
Vardas2940     Pavarde2940    4.2                 4                   
Vardas4876     Pavarde4876    4.2                 4                   
Vardas7819     Pavarde7819    4.2                 4.8                 
Vardas100      Pavarde100     4.2                 4.4                 
Vardas2263     Pavarde2263    4.2                 4.8                 
Vardas5279     Pavarde5279    4.2                 4.8                 
Vardas6655     Pavarde6655    4.2                 3.6                 
Vardas5276     Pavarde5276    4.2                 4.4                 
Vardas9768     Pavarde9768    4.2                 3.6                 
Vardas3629     Pavarde3629    4.2                 4.4                 
Vardas5062     Pavarde5062    4.2                 4                   
Vardas2008     Pavarde2008    4.2                 4.8                 
Vardas5733     Pavarde5733    4.2                 3.2                 
Vardas6822     Pavarde6822    4.2                 4                   
Vardas4188     Pavarde4188    4.2                 4.4                 
Vardas6612     Pavarde6612    4.2                 3.2                 
Vardas3959     Pavarde3959    4.2                 4                   
Vardas8109     Pavarde8109    4.2                 4                   
Vardas4614     Pavarde4614    4.2                 3.6                 
Vardas8353     Pavarde8353    4.2                 3.6                 
Vardas5027     Pavarde5027    4.2                 4                   
Vardas1310     Pavarde1310    4.2                 4                   
Vardas4404     Pavarde4404    4.2                 4                   
Vardas7878     Pavarde7878    4.2                 3.6                 
Vardas5124     Pavarde5124    4.2                 4.8                 
Vardas4748     Pavarde4748    4.2                 4                   
Vardas6473     Pavarde6473    4.2                 4.4                 
Vardas5237     Pavarde5237    4.2                 4                   
Vardas6021     Pavarde6021    4.2                 3.6                 
Vardas204      Pavarde204     4.2                 4.4                 
Vardas9070     Pavarde9070    4.2                 4.8                 
Vardas673      Pavarde673     4.2                 4                   
Vardas8756     Pavarde8756    4.2                 4                   
Vardas5529     Pavarde5529    4.2                 4.4                 
Vardas1687     Pavarde1687    4.2                 4.8                 
Vardas8941     Pavarde8941    4.2                 3.6                 
Vardas4005     Pavarde4005    4.2                 4.4                 
Vardas6743     Pavarde6743    4.2                 4.4                 
Vardas4993     Pavarde4993    4.2                 4.4                 
Vardas1436     Pavarde1436    4.2                 4                   
Vardas514      Pavarde514     4.2                 4.4                 
Vardas1063     Pavarde1063    4.2                 4                   
Vardas8044     Pavarde8044    4.2                 3.6                 
Vardas4121     Pavarde4121    4.2                 3.6                 
Vardas329      Pavarde329     4.2                 3.6                 
Vardas7655     Pavarde7655    4.2                 4                   
Vardas1498     Pavarde1498    4.2                 3.2                 
Vardas7209     Pavarde7209    4.2                 4                   
Vardas3427     Pavarde3427    4.2                 4.2                 
Vardas587      Pavarde587     4.2                 3.4                 
Vardas9902     Pavarde9902    4.2                 5                   
Vardas5047     Pavarde5047    4.2                 4.2                 
Vardas3253     Pavarde3253    4.2                 4.2                 
Vardas3704     Pavarde3704    4.2                 4.2                 
Vardas4158     Pavarde4158    4.2                 4.2                 
Vardas3713     Pavarde3713    4.2                 4.2                 
Vardas908      Pavarde908     4.2                 4.2                 
Vardas671      Pavarde671     4.2                 3.8                 
Vardas1283     Pavarde1283    4.2                 4.2                 
Vardas7796     Pavarde7796    4.2                 4.2                 
Vardas6234     Pavarde6234    4.2                 4.2                 
Vardas3754     Pavarde3754    4.2                 4.2                 
Vardas90       Pavarde90      4.2                 4.2                 
Vardas92       Pavarde92      4.2                 3.8                 
Vardas6276     Pavarde6276    4.2                 4.2                 
Vardas9185     Pavarde9185    4.2                 4.6                 
Vardas3790     Pavarde3790    4.2                 3.8                 
Vardas9681     Pavarde9681    4.2                 3.8                 
Vardas9670     Pavarde9670    4.2                 3.4                 
Vardas6357     Pavarde6357    4.2                 4.2                 
Vardas7648     Pavarde7648    4.2                 4.2                 
Vardas6659     Pavarde6659    4.2                 4.6                 
Vardas8324     Pavarde8324    4.2                 4.6                 
Vardas8935     Pavarde8935    4.2                 4.2                 
Vardas5089     Pavarde5089    4.2                 5                   
Vardas3930     Pavarde3930    4.2                 5                   
Vardas9569     Pavarde9569    4.2                 3.8                 
Vardas3948     Pavarde3948    4.2                 3.8                 
Vardas8535     Pavarde8535    4.2                 4.6                 
Vardas7674     Pavarde7674    4.2                 4.2                 
Vardas2814     Pavarde2814    4.2                 4.2                 
Vardas2778     Pavarde2778    4.2                 3.8                 
Vardas4063     Pavarde4063    4.2                 4.2                 
Vardas6649     Pavarde6649    4.2                 4.6                 
Vardas9400     Pavarde9400    4.2                 4.2                 
Vardas2663     Pavarde2663    4.2                 3.8                 
Vardas6694     Pavarde6694    4.2                 4.6                 
Vardas5555     Pavarde5555    4.2                 4.2                 
Vardas4539     Pavarde4539    4.2                 4.2                 
Vardas1977     Pavarde1977    4.2                 3.4                 
Vardas4552     Pavarde4552    4.2                 3.8                 
Vardas1954     Pavarde1954    4.2                 4.6                 
Vardas6819     Pavarde6819    4.2                 3.8                 
Vardas8820     Pavarde8820    4.2                 3.8                 
Vardas2604     Pavarde2604    4.2                 3.8                 
Vardas4182     Pavarde4182    4.2                 4.6                 
Vardas8803     Pavarde8803    4.2                 4.6                 
Vardas8801     Pavarde8801    4.2                 3.4                 
Vardas247      Pavarde247     4.2                 4.6                 
Vardas2231     Pavarde2231    4.2                 4.2                 
Vardas8092     Pavarde8092    4.2                 4.2                 
Vardas1586     Pavarde1586    4.2                 4.2                 
Vardas1713     Pavarde1713    4.2                 4.6                 
Vardas4582     Pavarde4582    4.2                 4.6                 
Vardas4390     Pavarde4390    4.2                 3.8                 
Vardas262      Pavarde262     4.2                 3.8                 
Vardas8775     Pavarde8775    4.2                 4.6                 
Vardas9301     Pavarde9301    4.2                 4.6                 
Vardas8768     Pavarde8768    4.2                 4.6                 
Vardas4380     Pavarde4380    4.2                 4.2                 
Vardas8072     Pavarde8072    4.2                 4.6                 
Vardas1800     Pavarde1800    4.2                 4.2                 
Vardas7751     Pavarde7751    4.2                 4.2                 
Vardas1647     Pavarde1647    4.2                 4.6                 
Vardas3564     Pavarde3564    4.2                 5                   
Vardas6009     Pavarde6009    4.2                 4.6                 
Vardas8391     Pavarde8391    4.2                 5                   
Vardas3591     Pavarde3591    4.2                 4.2                 
Vardas5600     Pavarde5600    4.2                 4.2                 
Vardas8403     Pavarde8403    4.2                 5                   
Vardas9952     Pavarde9952    4.2                 4.2                 
Vardas3606     Pavarde3606    4.2                 4.2                 
Vardas1135     Pavarde1135    4.2                 4.6                 
Vardas6062     Pavarde6062    4.2                 4.6                 
Vardas1496     Pavarde1496    4.2                 3.2                 
Vardas6151     Pavarde6151    4.2                 4                   
Vardas4297     Pavarde4297    4.2                 3.6                 
Vardas3688     Pavarde3688    4.2                 4.8                 
Vardas7904     Pavarde7904    4.2                 4.4                 
Vardas9981     Pavarde9981    4.2                 4                   
Vardas5887     Pavarde5887    4.2                 4                   
Vardas7720     Pavarde7720    4.2                 4.4                 
Vardas4551     Pavarde4551    4.2                 4.4                 
Vardas7529     Pavarde7529    4.2                 4                   
Vardas7311     Pavarde7311    4.2                 3.6                 
Vardas510      Pavarde510     4.2                 4.4                 
Vardas3388     Pavarde3388    4.2                 4                   
Vardas9627     Pavarde9627    4.2                 4.8                 
Vardas6076     Pavarde6076    4.2                 4                   
Vardas1141     Pavarde1141    4.2                 4.4                 
Vardas7129     Pavarde7129    4.2                 4                   
Vardas4987     Pavarde4987    4.2                 4.8                 
Vardas9168     Pavarde9168    4.2                 4.4                 
Vardas6161     Pavarde6161    4.2                 4.4                 
Vardas8988     Pavarde8988    4.2                 4.8                 
Vardas5977     Pavarde5977    4.2                 4.4                 
Vardas9743     Pavarde9743    4.2                 3.6                 
Vardas7578     Pavarde7578    4.2                 4.4                 
Vardas7501     Pavarde7501    4.2                 4                   
Vardas6005     Pavarde6005    4.2                 3.6                 
Vardas7508     Pavarde7508    4.2                 4.4                 
Vardas9104     Pavarde9104    4.2                 4                   
Vardas9245     Pavarde9245    4.2                 3.6                 
Vardas9987     Pavarde9987    4.2                 3.2                 
Vardas6978     Pavarde6978    4.2                 4                   
Vardas2254     Pavarde2254    4.2                 4.8                 
Vardas9195     Pavarde9195    4.2                 4                   
Vardas1267     Pavarde1267    4.2                 3.6                 
Vardas9995     Pavarde9995    4.2                 4                   
Vardas4154     Pavarde4154    4.2                 3.6                 
Vardas7320     Pavarde7320    4.2                 4.4                 
Vardas4784     Pavarde4784    4.2                 4                   
Vardas5685     Pavarde5685    4.2                 4.4                 
Vardas7432     Pavarde7432    4.2                 4.4                 
Vardas3838     Pavarde3838    4.2                 3.6                 
Vardas3844     Pavarde3844    4.2                 4                   
Vardas8005     Pavarde8005    4.2                 4                   
Vardas7776     Pavarde7776    4.2                 4                   
Vardas2946     Pavarde2946    4.2                 4                   
Vardas3011     Pavarde3011    4.2                 4                   
Vardas2374     Pavarde2374    4.2                 4.4                 
Vardas4794     Pavarde4794    4.2                 4.8                 
Vardas7462     Pavarde7462    4.2                 3.2                 
Vardas4870     Pavarde4870    4.2                 4                   
Vardas235      Pavarde235     4.2                 4.4                 
Vardas982      Pavarde982     4.2                 4                   
Vardas4780     Pavarde4780    4.2                 4.4                 
Vardas8012     Pavarde8012    4.2                 3.6                 
Vardas1582     Pavarde1582    4.2                 4.8                 
Vardas472      Pavarde472     4.2                 3.6                 
Vardas6198     Pavarde6198    4.2                 4                   
Vardas4732     Pavarde4732    4.2                 4.4                 
Vardas8085     Pavarde8085    4.2                 4                   
Vardas760      Pavarde760     4.2                 4.4                 
Vardas7935     Pavarde7935    4.2                 4                   
Vardas6451     Pavarde6451    4.1                 3.8                 
Vardas7599     Pavarde7599    4.1                 3.4                 
Vardas219      Pavarde219     4.1                 4.2                 
Vardas6118     Pavarde6118    4.1                 3.4                 
Vardas3903     Pavarde3903    4.1                 3.8                 
Vardas159      Pavarde159     4.1                 4.6                 
Vardas3260     Pavarde3260    4.1                 4.2                 
Vardas5865     Pavarde5865    4.1                 3.8                 
Vardas7528     Pavarde7528    4.1                 3.8                 
Vardas8907     Pavarde8907    4.1                 3.8                 
Vardas6337     Pavarde6337    4.1                 4.2                 
Vardas6133     Pavarde6133    4.1                 4.6                 
Vardas6488     Pavarde6488    4.1                 5                   
Vardas7335     Pavarde7335    4.1                 3.8                 
Vardas4509     Pavarde4509    4.1                 4.2                 
Vardas4488     Pavarde4488    4.1                 4.2                 
Vardas2092     Pavarde2092    4.1                 4.6                 
Vardas9669     Pavarde9669    4.1                 4.2                 
Vardas7785     Pavarde7785    4.1                 3.8                 
Vardas3383     Pavarde3383    4.1                 4.2                 
Vardas2708     Pavarde2708    4.1                 3.4                 
Vardas7780     Pavarde7780    4.1                 4.2                 
Vardas1084     Pavarde1084    4.1                 3.8                 
Vardas442      Pavarde442     4.1                 5                   
Vardas8554     Pavarde8554    4.1                 4.6                 
Vardas2533     Pavarde2533    4.1                 3.4                 
Vardas7358     Pavarde7358    4.1                 4.2                 
Vardas4955     Pavarde4955    4.1                 4.6                 
Vardas9152     Pavarde9152    4.1                 4.2                 
Vardas7647     Pavarde7647    4.1                 3.8                 
Vardas5353     Pavarde5353    4.1                 4.2                 
Vardas2845     Pavarde2845    4.1                 4.2                 
Vardas5348     Pavarde5348    4.1                 3.4                 
Vardas1017     Pavarde1017    4.1                 3.8                 
Vardas3005     Pavarde3005    4.1                 4.2                 
Vardas264      Pavarde264     4.1                 3.8                 
Vardas3928     Pavarde3928    4.1                 3.8                 
Vardas9630     Pavarde9630    4.1                 3.8                 
Vardas5278     Pavarde5278    4.1                 4.6                 
Vardas3162     Pavarde3162    4.1                 3.8                 
Vardas3493     Pavarde3493    4.1                 4.2                 
Vardas3506     Pavarde3506    4.1                 4.2                 
Vardas8390     Pavarde8390    4.1                 3.8                 
Vardas5245     Pavarde5245    4.1                 4.2                 
Vardas9621     Pavarde9621    4.1                 4.2                 
Vardas8811     Pavarde8811    4.1                 4.6                 
Vardas4187     Pavarde4187    4.1                 3.8                 
Vardas5996     Pavarde5996    4.1                 4.2                 
Vardas9797     Pavarde9797    4.1                 4.6                 
Vardas7881     Pavarde7881    4.1                 4.2                 
Vardas2114     Pavarde2114    4.1                 3.8                 
Vardas8862     Pavarde8862    4.1                 4.2                 
Vardas9632     Pavarde9632    4.1                 4.2                 
Vardas9356     Pavarde9356    4.1                 4.6                 
Vardas5984     Pavarde5984    4.1                 3.8                 
Vardas762      Pavarde762     4.1                 4.6                 
Vardas2354     Pavarde2354    4.1                 3.8                 
Vardas647      Pavarde647     4.1                 4.6                 
Vardas6631     Pavarde6631    4.1                 3.4                 
Vardas4569     Pavarde4569    4.1                 3.8                 
Vardas2355     Pavarde2355    4.1                 3.8                 
Vardas4474     Pavarde4474    4.1                 4.2                 
Vardas4209     Pavarde4209    4.1                 4.6                 
Vardas3064     Pavarde3064    4.1                 3.8                 
Vardas2002     Pavarde2002    4.1                 4.6                 
Vardas8065     Pavarde8065    4.1                 3.8                 
Vardas5779     Pavarde5779    4.1                 3.8                 
Vardas9490     Pavarde9490    4.1                 3.8                 
Vardas7303     Pavarde7303    4.1                 4.6                 
Vardas2011     Pavarde2011    4.1                 3.6                 
Vardas4882     Pavarde4882    4.1                 3.6                 
Vardas9378     Pavarde9378    4.1                 3.6                 
Vardas6429     Pavarde6429    4.1                 4.4                 
Vardas6426     Pavarde6426    4.1                 4                   
Vardas2075     Pavarde2075    4.1                 4.4                 
Vardas8256     Pavarde8256    4.1                 4                   
Vardas6405     Pavarde6405    4.1                 3.6                 
Vardas2319     Pavarde2319    4.1                 4                   
Vardas4878     Pavarde4878    4.1                 3.6                 
Vardas5013     Pavarde5013    4.1                 4.4                 
Vardas271      Pavarde271     4.1                 3.6                 
Vardas930      Pavarde930     4.1                 4.4                 
Vardas2650     Pavarde2650    4.1                 3.6                 
Vardas1333     Pavarde1333    4.1                 4                   
Vardas338      Pavarde338     4.1                 3.6                 
Vardas6668     Pavarde6668    4.1                 4                   
Vardas3056     Pavarde3056    4.1                 3.2                 
Vardas4746     Pavarde4746    4.1                 3.6                 
Vardas562      Pavarde562     4.1                 4                   
Vardas6564     Pavarde6564    4.1                 4.4                 
Vardas5575     Pavarde5575    4.1                 4                   
Vardas3122     Pavarde3122    4.1                 3.6                 
Vardas5354     Pavarde5354    4.1                 3.6                 
Vardas8135     Pavarde8135    4.1                 4.8                 
Vardas6250     Pavarde6250    4.1                 4                   
Vardas8119     Pavarde8119    4.1                 4                   
Vardas9437     Pavarde9437    4.1                 4.4                 
Vardas3686     Pavarde3686    4.1                 3.6                 
Vardas4135     Pavarde4135    4.1                 3.6                 
Vardas1814     Pavarde1814    4.1                 4.4                 
Vardas3670     Pavarde3670    4.1                 4.4                 
Vardas3393     Pavarde3393    4.1                 3.6                 
Vardas5525     Pavarde5525    4.1                 3.6                 
Vardas1639     Pavarde1639    4.1                 4.4                 
Vardas1861     Pavarde1861    4.1                 4.4                 
Vardas5038     Pavarde5038    4.1                 3.6                 
Vardas9455     Pavarde9455    4.1                 4                   
Vardas2643     Pavarde2643    4.1                 4                   
Vardas3459     Pavarde3459    4.1                 3.6                 
Vardas9748     Pavarde9748    4.1                 4                   
Vardas1796     Pavarde1796    4.1                 4.4                 
Vardas8732     Pavarde8732    4.1                 3.2                 
Vardas7121     Pavarde7121    4.1                 4.8                 
Vardas3597     Pavarde3597    4.1                 4.4                 
Vardas8751     Pavarde8751    4.1                 3.6                 
Vardas9983     Pavarde9983    4.1                 3.6                 
Vardas9998     Pavarde9998    4.1                 4.4                 
Vardas4835     Pavarde4835    4.1                 4.4                 
Vardas6994     Pavarde6994    4.1                 4.8                 
Vardas6957     Pavarde6957    4.1                 4.4                 
Vardas1848     Pavarde1848    4.1                 4.8                 
Vardas4515     Pavarde4515    4.1                 3.2                 
Vardas8791     Pavarde8791    4.1                 4                   
Vardas108      Pavarde108     4.1                 4.4                 
Vardas6931     Pavarde6931    4.1                 3.6                 
Vardas9039     Pavarde9039    4.1                 4.8                 
Vardas8059     Pavarde8059    4.1                 4                   
Vardas732      Pavarde732     4.1                 4.8                 
Vardas3280     Pavarde3280    4.1                 4                   
Vardas9557     Pavarde9557    4.1                 3.6                 
Vardas5190     Pavarde5190    4.1                 3.6                 
Vardas4585     Pavarde4585    4.1                 3.2                 
Vardas9280     Pavarde9280    4.1                 4                   
Vardas2866     Pavarde2866    4.1                 3.6                 
Vardas8440     Pavarde8440    4.1                 4.4                 
Vardas557      Pavarde557     4.1                 4.4                 
Vardas7235     Pavarde7235    4                   3.8                 
Vardas1575     Pavarde1575    4                   4.2                 
Vardas6963     Pavarde6963    4                   4.2                 
Vardas7008     Pavarde7008    4                   3.4                 
Vardas8930     Pavarde8930    4                   4.2                 
Vardas9690     Pavarde9690    4                   4.2                 
Vardas18       Pavarde18      4                   3.8                 
Vardas4436     Pavarde4436    4                   4.2                 
Vardas1051     Pavarde1051    4                   3.8                 
Vardas3141     Pavarde3141    4                   4.2                 
Vardas8136     Pavarde8136    4                   3.8                 
Vardas1464     Pavarde1464    4                   3.8                 
Vardas4337     Pavarde4337    4                   4.6                 
Vardas5244     Pavarde5244    4                   3.8                 
Vardas9980     Pavarde9980    4                   4.6                 
Vardas5246     Pavarde5246    4                   4.2                 
Vardas5528     Pavarde5528    4                   5                   
Vardas5823     Pavarde5823    4                   3.8                 
Vardas5581     Pavarde5581    4                   3.8                 
Vardas1193     Pavarde1193    4                   4.6                 
Vardas258      Pavarde258     4                   4.2                 
Vardas4369     Pavarde4369    4                   4.2                 
Vardas9341     Pavarde9341    4                   4.2                 
Vardas3626     Pavarde3626    4                   4.2                 
Vardas6645     Pavarde6645    4                   4.2                 
Vardas9758     Pavarde9758    4                   3.8                 
Vardas6975     Pavarde6975    4                   4.2                 
Vardas8964     Pavarde8964    4                   3.8                 
Vardas3174     Pavarde3174    4                   3.8                 
Vardas1873     Pavarde1873    4                   4.2                 
Vardas7548     Pavarde7548    4                   4.6                 
Vardas8317     Pavarde8317    4                   3.8                 
Vardas5707     Pavarde5707    4                   3.8                 
Vardas9547     Pavarde9547    4                   3.8                 
Vardas963      Pavarde963     4                   4.6                 
Vardas8889     Pavarde8889    4                   4.2                 
Vardas1584     Pavarde1584    4                   4.6                 
Vardas922      Pavarde922     4                   4.2                 
Vardas9618     Pavarde9618    4                   3.4                 
Vardas1943     Pavarde1943    4                   3.8                 
Vardas2115     Pavarde2115    4                   4.2                 
Vardas7013     Pavarde7013    4                   4.2                 
Vardas323      Pavarde323     4                   4.2                 
Vardas2049     Pavarde2049    4                   4.6                 
Vardas8729     Pavarde8729    4                   3.4                 
Vardas9444     Pavarde9444    4                   4.2                 
Vardas8341     Pavarde8341    4                   3.4                 
Vardas1332     Pavarde1332    4                   3.4                 
Vardas3770     Pavarde3770    4                   4.2                 
Vardas1501     Pavarde1501    4                   3.4                 
Vardas2556     Pavarde2556    4                   3.8                 
Vardas7435     Pavarde7435    4                   4.2                 
Vardas5475     Pavarde5475    4                   3.8                 
Vardas2809     Pavarde2809    4                   4.2                 
Vardas8080     Pavarde8080    4                   4.6                 
Vardas64       Pavarde64      4                   4.6                 
Vardas6629     Pavarde6629    4                   4.2                 
Vardas9453     Pavarde9453    4                   4.6                 
Vardas5970     Pavarde5970    4                   4.2                 
